Job ID,Agency,# Of Positions,Civil Service Title,Salary Range From,Salary Range To,Salary Frequency,Salary Range
277750,NYC EMPLOYEES RETIREMENT SYS,1,CERTIFIED IT ADMINISTRATOR (LA,85823,121363,Annual,35540
278050,CULTURAL AFFAIRS,1,COMMUNITY ASSOCIATE,35683,50000,Annual,14317
277762,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,50362,60000,Annual,9638
277383,DEPT OF ENVIRONMENT PROTECTION,1,CONSTRUCTION PROJECT MANAGER,53134,79726,Annual,26592
278363,DEPT OF DESIGN & CONSTRUCTION,1,ASSOCIATE STAFF ANALYST,63817,95022,Annual,31205
277426,DEPT OF ENVIRONMENT PROTECTION,1,CITY RESEARCH SCIENTIST,59708,72246,Annual,12538
277460,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,41996,60223,Annual,18227
277766,DEPT OF CITYWIDE ADMIN SVCS,1,ESTIMATOR (GENERAL CONSTRUCTIO,53134,79726,Annual,26592
277768,FIRE DEPARTMENT,1,ADMIN COMMUNITY RELATIONS SPEC,53051,81068,Annual,28017
277776,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE ENGINEER,67060,178873,Annual,111813
277789,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE PROJECT MANAGER,67060,178873,Annual,111813
277792,OFF OF PAYROLL ADMINISTRATION,1,COMPUTER SYSTEMS MANAGER,54643,120000,Annual,65357
277486,DEPT OF ENVIRONMENT PROTECTION,1,CITY RESEARCH SCIENTIST,59708,72246,Annual,12538
277818,ADMIN TRIALS AND HEARINGS,1,COMMUNITY ASSISTANT,30273,39275,Annual,9002
277488,DEPT OF INFO TECH & TELECOMM,1,COMMUNITY COORDINATOR,50362,70000,Annual,19638
277526,ADMIN TRIALS AND HEARINGS,1,COMPUTER SYSTEMS MANAGER,100000,100000,Annual,0
277826,ADMIN TRIALS AND HEARINGS,2,COMMUNITY ASSISTANT,30273,34814,Annual,4541
277531,DEPARTMENT OF INVESTIGATION,1,INSPECTOR GENERAL,115000,160000,Annual,45000
277533,DEPT OF ENVIRONMENT PROTECTION,2,CIVIL ENGINEER,74990,104182,Annual,29192
277833,HRA/DEPT OF SOCIAL SERVICES,1,SOCIAL WORKER,47549,54681,Annual,7132
277838,ADMIN TRIALS AND HEARINGS,1,COMMUNITY ASSOCIATE,35683,55000,Annual,19317
277845,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL SECRETARY TO THE,54643,58926,Annual,4283
277557,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,41996,60223,Annual,18227
277856,OFFICE OF THE COMPTROLLER,1,BUSINESS PROMOTION COORDINATOR,50000,65000,Annual,15000
277862,DEPARTMENT OF BUILDINGS,10,INSPECTOR (PLUMBING),49862,61800,Annual,11938
277579,OFF OF PAYROLL ADMINISTRATION,1,ACCOUNTANT,52143,72000,Annual,19857
277876,MAYORS OFFICE OF CONTRACT SVCS,1,EXECUTIVE AGENCY COUNSEL,80000,100000,Annual,20000
277883,HOUSING PRESERVATION & DVLPMNT,2,COMMUNITY COORDINATOR,55000,65000,Annual,10000
277907,DEPARTMENT OF SANITATION,1,EXECUTIVE ASSISTANT TO THE COM,54643,234738,Annual,180095
277979,NYC HOUSING AUTHORITY,1,SENIOR GENERAL DEPUTY MANAGER,190035,190035,Annual,0
277585,HUMAN RIGHTS COMMISSION,1,AGENCY ATTORNEY,58716,89638,Annual,30922
277599,DEPARTMENT OF TRANSPORTATION,1,CIVIL ENGINEER,83887,113725,Annual,29838
278006,DEPARTMENT OF TRANSPORTATION,1,ADMINISTRATIVE STAFF ANALYST (,120000,150000,Annual,30000
278020,DEPARTMENT OF TRANSPORTATION,1,PROCUREMENT ANALYST,54237,91169,Annual,36932
277650,HOUSING PRESERVATION & DVLPMNT,1,ADM CITY PLANNER (NON MGRL),75000,85000,Annual,10000
277651,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,59791,75156,Annual,15365
277662,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,50227,55000,Annual,4773
278031,ADMIN TRIALS AND HEARINGS,1,COMMUNITY SERVICE AIDE,27446,31431,Annual,3985
278141,BOARD OF CORRECTION,1,CITY RESEARCH SCIENTIST,78630,103332,Annual,24702
278144,DEPARTMENT OF BUILDINGS,4,INSPECTOR (HOISTS AND RIGGING),49862,72100,Annual,22238
278560,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,60000,65000,Annual,5000
278566,OFFICE OF THE COMPTROLLER,1,MANAGEMENT AUDITOR,75000,80000,Annual,5000
278260,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE PROJECT MANAGER,83887,113725,Annual,29838
278594,DEPT OF ENVIRONMENT PROTECTION,1,COMPUTER SYSTEMS MANAGER,67060,178873,Annual,111813
278342,DEPARTMENT OF INVESTIGATION,1,SPECIAL INVESTIGATOR,77250,92290,Annual,15040
278173,DEPT OF ENVIRONMENT PROTECTION,2,PRINCIPAL ADMINISTRATIVE ASSOC,53047,81068,Annual,28021
278179,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER ASSOC (OPERATIONS),77500,87500,Annual,10000
278382,NYC DEPT OF VETERANS' SERVICES,1,COMMUNITY COORDINATOR,50362,60000,Annual,9638
278207,HRA/DEPT OF SOCIAL SERVICES,1,ADMINISTRATIVE STAFF ANALYST (,58675,93845,Annual,35170
278389,POLICE DEPARTMENT,1,EXECUTIVE AGENCY COUNSEL,54643,150371,Annual,95728
278397,DEPT OF ENVIRONMENT PROTECTION,2,COMPUTER ASSOC (OPERATIONS),47692,69493,Annual,21801
278262,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,41996,60223,Annual,18227
278427,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,50227,68085,Annual,17858
278493,OFFICE OF THE ACTUARY,1,ADMINISTRATIVE ACTUARY,140000,178873,Annual,38873
278277,DEPT OF CITYWIDE ADMIN SVCS,1,INVESTIGATOR,38617,61659,Annual,23042
278063,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SPECIALIST (SOFTWARE),76288,95077,Annual,18789
278071,CULTURAL AFFAIRS,1,ADMINISTRATIVE LABOR RELATIONS,54643,120000,Annual,65357
278536,CIVILIAN COMPLAINT REVIEW BD,1,DEPUTY EXECUTIVE DIRECTOR (CIV,120000,160000,Annual,40000
278130,DEPT OF ENVIRONMENT PROTECTION,5,COMMUNITY COORDINATOR,60000,70000,Annual,10000
278137,MANHATTAN COMMUNITY BOARD #10,1,COMMUNITY ASSISTANT,30273,39275,Annual,9002
278876,NYC EMPLOYEES RETIREMENT SYS,1,CONFIDENTIAL STRATEGY PLANNER,55752,93845,Annual,38093
278717,DEPT OF INFO TECH & TELECOMM,1,COMMUNITY COORDINATOR,50362,70000,Annual,19638
278881,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,75338,180000,Annual,104662
279057,DEPT OF CITYWIDE ADMIN SVCS,1,ADMINISTRATIVE PROCUREMENT ANA,58955,80000,Annual,21045
278817,LAW DEPARTMENT,1,ASSISTANT CORPORATION COUNSEL,66499,111104,Annual,44605
278632,DEPT OF ENVIRONMENT PROTECTION,2,PROJECT MANAGER INTERN#,47974,55170,Annual,7196
278633,DEPT OF ENVIRONMENT PROTECTION,1,ELECTRICAL ENGINEER,83887,113725,Annual,29838
278903,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER SYSTEMS MANAGER,105000,115000,Annual,10000
278719,DEPT OF INFO TECH & TELECOMM,1,ADMINISTRATIVE CONSTRUCTION PR,60435,100000,Annual,39565
278728,DEPT OF INFO TECH & TELECOMM,1,CERT IT DEVELOPER (APP),85823,120000,Annual,34177
278729,DEPT OF INFO TECH & TELECOMM,1,ADMINISTRATIVE BUSINESS PROMOT,54643,100000,Annual,45357
278914,DEPT. OF HOMELESS SERVICES,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
278756,DEPT OF HEALTH/MENTAL HYGIENE,1,CRIMINALIST,61377,61377,Annual,0
278998,DEPARTMENT OF FINANCE,1,COMPUTER SYSTEMS MANAGER,67060,140000,Annual,72940
278928,HRA/DEPT OF SOCIAL SERVICES,1,PRINCIPAL ADMINISTRATIVE ASSOC,61400,61400,Annual,0
278778,DEPT OF ENVIRONMENT PROTECTION,1,CITY RESEARCH SCIENTIST,59708,72246,Annual,12538
278787,CONSUMER AFFAIRS,1,CITY RESEARCH SCIENTIST,70286,88213,Annual,17927
278939,CONFLICTS OF INTEREST BOARD,1,AGENCY ATTORNEY,58716,85000,Annual,26284
278943,DEPARTMENT OF BUSINESS SERV.,1,ASSISTANT COMMISSIONER (DBS),75338,194395,Annual,119057
278944,DEPARTMENT OF INVESTIGATION,1,ASSISTANT COMMISSIONER (DEPT O,67060,140000,Annual,72940
278956,ADMIN TRIALS AND HEARINGS,1,COMMUNITY ASSOCIATE,35683,49500,Annual,13817
278813,HOUSING PRESERVATION & DVLPMNT,2,COMMUNITY COORDINATOR,50362,70000,Annual,19638
279026,DEPT OF DESIGN & CONSTRUCTION,1,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
279675,DEPARTMENT OF BUSINESS SERV.,1,BUSINESS PROMOTION COORDINATOR,39399,60000,Annual,20601
278857,CIVILIAN COMPLAINT REVIEW BD,1,EXECUTIVE AGENCY COUNSEL,60435,161497,Annual,101062
279131,DEPT OF PARKS & RECREATION,1,BOROUGH DIRECTOR OF RECREATION,125000,135000,Annual,10000
279134,DEPARTMENT OF INVESTIGATION,1,COMMUNITY ASSOCIATE,35683,40000,Annual,4317
279155,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SPECIALIST (SOFTWARE),76288,95077,Annual,18789
279414,DEPT OF INFO TECH & TELECOMM,1,ADMINISTRATIVE PUBLIC INFORMAT,60435,140000,Annual,79565
279656,DEPT OF CITYWIDE ADMIN SVCS,2,CITY PLANNER,68229,90000,Annual,21771
279433,OFFICE OF THE COMPTROLLER,1,INVESTMENT ANALYST,55000,65000,Annual,10000
279672,OFFICE OF EMERGENCY MANAGEMENT,1,EMERGENCY PREPAREDNESS SPECIAL,60000,70000,Annual,10000
279435,CONSUMER AFFAIRS,1,COMMUNITY ASSOCIATE,35683,44342,Annual,8659
279442,LAW DEPARTMENT,3,ASSISTANT CORPORATION COUNSEL,66494,103883,Annual,37389
279462,DEPT OF ENVIRONMENT PROTECTION,1,AGENCY ATTORNEY,66326,99394,Annual,33068
279159,HUMAN RIGHTS COMMISSION,1,AGENCY ATTORNEY,66326,99394,Annual,33068
279188,DEPT. OF HOMELESS SERVICES,1,ADMINISTRATIVE DIRECTOR OF SOC,165087,185000,Annual,19913
279192,DEPT OF INFO TECH & TELECOMM,1,IT PROJECT SPECIALIST,75000,100000,Annual,25000
279466,DEPT OF INFO TECH & TELECOMM,1,ADMINISTRATIVE BUSINESS PROMOT,67060,170000,Annual,102940
279202,DEPARTMENT OF SANITATION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
279211,CONSUMER AFFAIRS,1,ADMIN CONTRACT SPECIALIST (PYR,75338,90000,Annual,14662
279469,FINANCIAL INFO SVCS AGENCY,1,COMPUTER ASSOC (OPERATIONS),57223,80000,Annual,22777
279471,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,75338,170000,Annual,94662
279230,DEPT OF ENVIRONMENT PROTECTION,1,COMMUNITY COORDINATOR,50362,60000,Annual,9638
279472,DEPARTMENT OF SANITATION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
279254,DEPT OF INFO TECH & TELECOMM,1,IT PROJECT SPECIALIST,75000,100000,Annual,25000
279276,DEPARTMENT OF INVESTIGATION,1,SPECIAL INVESTIGATOR,40000,80000,Annual,40000
279508,NYC HOUSING AUTHORITY,4,LABOR RELATIONS ANALYST TRAINE,42393,55697,Annual,13304
279509,DEPT OF ENVIRONMENT PROTECTION,1,CITY PLANNING TECHNICIAN,36239,55596,Annual,19357
279515,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,55000,60000,Annual,5000
279280,LAW DEPARTMENT,4,ASSISTANT CORPORATION COUNSEL,68494,114437,Annual,45943
279537,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,50227,59339,Annual,9112
279380,DEPT OF INFO TECH & TELECOMM,2,IT SECURITY SPECIALIST,75000,105000,Annual,30000
279384,ADMIN TRIALS AND HEARINGS,1,COMMUNITY ASSOCIATE,35683,55000,Annual,19317
279398,DEPT OF INFO TECH & TELECOMM,2,IT SECURITY SPECIALIST,75000,105000,Annual,30000
279405,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,54643,110000,Annual,55357
279573,HOUSING PRESERVATION & DVLPMNT,2,CITY PLANNER,51393,68000,Annual,16607
279576,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER SPECIALIST (OPERATION,100000,110000,Annual,10000
279597,DEPT OF DESIGN & CONSTRUCTION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
279119,CONSUMER AFFAIRS,1,CITY RESEARCH SCIENTIST,87768,110000,Annual,22232
279619,DEPT OF INFO TECH & TELECOMM,1,COMPUTER ASSOC (OPERATIONS),47692,54846,Annual,7154
279642,DEPT OF INFO TECH & TELECOMM,1,COMPUTER ASSOC (SOFTWARE),71291,100000,Annual,28709
279067,DEPARTMENT FOR THE AGING,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
279677,OFFICE OF EMERGENCY MANAGEMENT,1,EMERGENCY PREPAREDNESS SPECIAL,60000,70000,Annual,10000
279839,DEPARTMENT OF TRANSPORTATION,2,COMMUNITY COORDINATOR,50362,78177,Annual,27815
279841,DEPT OF HEALTH/MENTAL HYGIENE,1,CRIMINALIST ASSISTANT DIRECTOR,54643,65000,Annual,10357
279845,CIVILIAN COMPLAINT REVIEW BD,1,DEPUTY ASSISTANT DIRECTOR (CIV,110000,130000,Annual,20000
280134,HRA/DEPT OF SOCIAL SERVICES,1,PROCUREMENT ANALYST,37411,45000,Annual,7589
280152,DEPT OF INFO TECH & TELECOMM,1,CERT IT DEVELOPER (APP),79471,110000,Annual,30529
280159,DEPT OF INFO TECH & TELECOMM,1,CERT IT DEVELOPER (APP),79471,105000,Annual,25529
279849,DEPARTMENT OF FINANCE,1,PROCUREMENT ANALYST,54237,75000,Annual,20763
279910,DISTRICT ATTORNEY KINGS COUNTY,1,COMMUNITY ASSOCIATE,35683,41036,Annual,5353
279682,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,67060,120000,Annual,52940
279684,OFFICE OF EMERGENCY MANAGEMENT,1,EMERGENCY PREPAREDNESS MANAGER,90000,90000,Annual,0
279685,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,50362,57916,Annual,7554
279965,DEPARTMENT OF FINANCE,1,ACCOUNTANT,46747,60000,Annual,13253
279688,DEPT OF INFO TECH & TELECOMM,1,TELECOMMUNICATIONS ASSOCIATE (,56365,74000,Annual,17635
279981,DEPARTMENT OF FINANCE,1,COMPUTER SPECIALIST (SOFTWARE),85823,100000,Annual,14177
279976,CONSUMER AFFAIRS,1,COMMUNITY ASSOCIATE,35683,50000,Annual,14317
279692,DEPARTMENT OF BUILDINGS,1,AGENCY ATTORNEY,58716,72100,Annual,13384
279696,DISTRICT ATTORNEY RICHMOND COU,1,COMMUNITY COORDINATOR,55000,75000,Annual,20000
279697,DISTRICT ATTORNEY RICHMOND COU,2,COMPUTER PROGRAMMER ANALYST,47692,65000,Annual,17308
279992,DEPARTMENT OF TRANSPORTATION,2,COMMUNITY COORDINATOR,50362,78177,Annual,27815
279702,DEPT OF ENVIRONMENT PROTECTION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
279709,DEPT OF ENVIRONMENT PROTECTION,2,ELECTRICAL ENGINEER,63074,91347,Annual,28273
279712,DEPARTMENT OF CITY PLANNING,1,CITY PLANNER,68229,85000,Annual,16771
279715,DEPT OF HEALTH/MENTAL HYGIENE,1,CRIMINALIST,61377,61377,Annual,0
279717,CONSUMER AFFAIRS,1,BUSINESS PROMOTION COORDINATOR,39399,45309,Annual,5910
279767,DEPT OF DESIGN & CONSTRUCTION,5,COMMUNITY COORDINATOR,50362,78177,Annual,27815
279999,DEPARTMENT OF FINANCE,1,ASSOCIATE STAFF ANALYST,63817,73389,Annual,9572
279768,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,54643,120000,Annual,65357
280007,DEPARTMENT OF INVESTIGATION,1,COMPUTER SYSTEMS MANAGER,88000,110000,Annual,22000
279776,DEPT OF CITYWIDE ADMIN SVCS,1,ASSISTANT ARCHITECT,53134,70000,Annual,16866
280008,DEPARTMENT OF INVESTIGATION,1,COMPUTER SYSTEMS MANAGER,88000,110000,Annual,22000
279789,HOUSING PRESERVATION & DVLPMNT,1,CITY PLANNER,70000,75000,Annual,5000
279793,DEPARTMENT OF FINANCE,1,COMPUTER SPECIALIST (SOFTWARE),79471,90000,Annual,10529
279804,DEPARTMENT OF TRANSPORTATION,1,ADMINISTRATIVE ENGINEER,60435,161497,Annual,101062
280074,NYC EMPLOYEES RETIREMENT SYS,1,ADM MANAGER-NON-MGRL FRM M1/M2,49748,145991,Annual,96243
280085,HOUSING PRESERVATION & DVLPMNT,1,ADMINISTRATIVE PROJECT DIRECTO,125000,145000,Annual,20000
279813,HOUSING PRESERVATION & DVLPMNT,2,COMMUNITY COORDINATOR,50362,57916,Annual,7554
279821,DEPARTMENT OF FINANCE,1,COMPUTER SPECIALIST (SOFTWARE),92065,120000,Annual,27935
280104,DEPARTMENT OF TRANSPORTATION,1,ASSOCIATE STAFF ANALYST,63817,95022,Annual,31205
280105,DEPT OF INFO TECH & TELECOMM,1,COMMUNITY COORDINATOR,50362,60000,Annual,9638
280591,FIRE DEPARTMENT,1,ASSOCIATE RETIREMENT BENEFITS,56267,81410,Annual,25143
279830,DEPT OF CITYWIDE ADMIN SVCS,1,ARCHITECT,96470,113000,Annual,16530
279838,DEPT OF CITYWIDE ADMIN SVCS,1,ARCHITECT,90000,100000,Annual,10000
280343,DEPT OF INFO TECH & TELECOMM,1,CERT IT DEVELOPER (APP),79471,110000,Annual,30529
280186,DEPARTMENT OF INVESTIGATION,1,EXAMINING ATTORNEY,75000,87100,Annual,12100
280348,DEPARTMENT OF BUSINESS SERV.,5,BUSINESS PROMOTION COORDINATOR,39399,50000,Annual,10601
280193,DEPARTMENT OF CORRECTION,1,BAKER,33073,37373,Annual,4300
280349,FIRE DEPARTMENT,1,CITY RESEARCH SCIENTIST,70286,88213,Annual,17927
280486,DEPT OF INFO TECH & TELECOMM,1,AGENCY ATTORNEY INTERNE,57944,70000,Annual,12056
280488,DISTRICT ATTORNEY KINGS COUNTY,1,COMMUNITY ASSISTANT,30273,34814,Annual,4541
280350,DEPARTMENT OF BUSINESS SERV.,1,BUSINESS PROMOTION COORDINATOR,64551,75000,Annual,10449
280351,DEPARTMENT OF BUILDINGS,10,INSPECTOR (ELEVATORS),49862,61800,Annual,11938
280195,DEPT OF CITYWIDE ADMIN SVCS,1,ACCOUNTANT,46747,63519,Annual,16772
280356,DEPARTMENT OF BUILDINGS,1,COMPUTER SYSTEMS MANAGER,54643,100000,Annual,45357
280359,DEPT OF ENVIRONMENT PROTECTION,1,ADM CITY PLANNER (NON MGRL),49990,121000,Annual,71010
280409,HRA/DEPT OF SOCIAL SERVICES,1,PRINCIPAL ADMINISTRATIVE ASSOC,55144,55144,Annual,0
280202,DEPARTMENT OF TRANSPORTATION,1,PRINCIPAL ADMINISTRATIVE ASSOC,42856,62779,Annual,19923
280203,DEPARTMENT OF TRANSPORTATION,1,PRINCIPAL ADMINISTRATIVE ASSOC,42856,62779,Annual,19923
280417,NYC HOUSING AUTHORITY,1,RESIDENT BUILDING SUPERINTENDE,53056,82557,Annual,29501
280205,DEPARTMENT OF TRANSPORTATION,1,RESEARCH ASSISTANT,42288,63990,Annual,21702
280420,ADMIN TRIALS AND HEARINGS,1,AGENCY ATTORNEY,66326,80000,Annual,13674
280226,LAW DEPARTMENT,4,ASSISTANT CORPORATION COUNSEL,68494,94092,Annual,25598
280227,LAW DEPARTMENT,15,ASSISTANT CORPORATION COUNSEL,68494,88325,Annual,19831
280249,DEPT OF INFO TECH & TELECOMM,1,CERT IT DEVELOPER (APP),85823,115000,Annual,29177
280450,OFF OF PAYROLL ADMINISTRATION,1,ACCOUNTANT,46747,61669,Annual,14922
281139,FIRE DEPARTMENT,1,ASSOCIATE FIRE PROTECTION INSP,54960,76420,Annual,21460
280258,HRA/DEPT OF SOCIAL SERVICES,1,PRINCIPAL ADMINISTRATIVE ASSOC,53047,61004,Annual,7957
280284,FIRE DEPARTMENT,1,IT PROJECT SPECIALIST,75000,125000,Annual,50000
280451,DEPT OF HEALTH/MENTAL HYGIENE,1,MEDICOLEGAL INVESTIGATOR (OCME,78464,91197,Annual,12733
280454,DEPT OF INFO TECH & TELECOMM,1,CERT IT DEVELOPER (APP),85823,115000,Annual,29177
280316,FIRE DEPARTMENT,4,ASSOCIATE INSPECTOR (ELECTRICA,51185,72309,Annual,21124
280341,DEPT OF INFO TECH & TELECOMM,1,CERT IT DEVELOPER (APP),79471,105000,Annual,25529
280455,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE STAFF ANALYST,63817,87500,Annual,23683
280476,DEPT OF DESIGN & CONSTRUCTION,1,ADMIN COMMUNITY RELATIONS SPEC,53051,140066,Annual,87015
280169,DEPARTMENT OF FINANCE,2,COMMUNITY COORDINATOR,50362,78177,Annual,27815
280180,DEPT OF ENVIRONMENT PROTECTION,4,WATERSHED MAINTAINER,38197,55870,Annual,17673
280181,DEPT OF INFO TECH & TELECOMM,1,ADMINISTRATIVE BUSINESS PROMOT,54643,110000,Annual,55357
280589,DEPARTMENT OF TRANSPORTATION,2,CIVIL ENGINEER,83887,113725,Annual,29838
280592,DEPT OF PARKS & RECREATION,1,ADM MANAGER-NON-MGRL FRM M1/M2,80000,90000,Annual,10000
280731,DEPARTMENT OF TRANSPORTATION,1,APPRENTICE INSPECTOR (HIGHWAYS,29842,46898,Annual,17056
280733,DEPT OF ENVIRONMENT PROTECTION,1,COMMUNITY COORDINATOR,50362,70000,Annual,19638
280737,DEPT OF DESIGN & CONSTRUCTION,1,ADMINISTRATIVE STAFF ANALYST (,58675,156793,Annual,98118
280595,DEPARTMENT OF CORRECTION,2,ASSOCIATE CORRECTIONAL COUNSEL,55977,64374,Annual,8397
280598,DEPARTMENT OF TRANSPORTATION,1,CONFIDENTIAL STRATEGY PLANNER,55752,93845,Annual,38093
280604,DEPARTMENT OF TRANSPORTATION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
280739,DEPARTMENT OF CORRECTION,1,COMMUNITY ASSOCIATE,35683,41036,Annual,5353
280607,OFFICE OF LABOR RELATIONS,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
280608,DEPARTMENT OF TRANSPORTATION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
280609,HRA/DEPT OF SOCIAL SERVICES,1,PRINCIPAL ADMINISTRATIVE ASSOC,61004,81068,Annual,20064
280497,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE CHEMIST,66302,93758,Annual,27456
280625,DEPT OF PARKS & RECREATION,1,COMMUNITY COORDINATOR,50362,55000,Annual,4638
280629,DEPT OF PARKS & RECREATION,1,PARK SUPERVISOR,76801,76801,Annual,0
280520,HOUSING PRESERVATION & DVLPMNT,2,ASSOCIATE STAFF ANALYST,65000,65000,Annual,0
280523,DEPARTMENT OF CORRECTION,1,COMMUNITY COORDINATOR,50362,57916,Annual,7554
280634,OFF OF PAYROLL ADMINISTRATION,1,TELECOMMUNICATION MANAGER,54643,70000,Annual,15357
280635,OFFICE OF LABOR RELATIONS,1,COMMUNITY ASSOCIATE,35683,59385,Annual,23702
280525,HOUSING PRESERVATION & DVLPMNT,1,ADM CITY PLANNER (NON MGRL),60000,70000,Annual,10000
280637,DEPT OF INFO TECH & TELECOMM,1,COMMUNITY COORDINATOR,50362,75000,Annual,24638
280638,DEPT OF PARKS & RECREATION,1,CITY RESEARCH SCIENTIST,75000,85000,Annual,10000
280641,DEPT. OF HOMELESS SERVICES,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
280548,DEPARTMENT FOR THE AGING,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
280549,DEPARTMENT OF CORRECTION,1,COMMUNITY COORDINATOR,57916,78177,Annual,20261
280551,DEPARTMENT FOR THE AGING,1,COMMUNITY COORDINATOR,60000,65000,Annual,5000
280643,DEPARTMENT OF CORRECTION,5,COMMISSARY MANAGER,30754,34752,Annual,3998
280552,DEPARTMENT OF CORRECTION,2,COMMUNITY COORDINATOR,57916,65000,Annual,7084
280553,DEPT OF DESIGN & CONSTRUCTION,1,COMPUTER SYSTEMS MANAGER,54643,150371,Annual,95728
280555,DEPARTMENT OF CORRECTION,2,AGENCY ATTORNEY INTERNE,57944,66636,Annual,8692
280657,ADMIN FOR CHILDREN'S SVCS,4,DIRECTOR OF FIELD OPERATIONS (,54643,150371,Annual,95728
280663,HOUSING PRESERVATION & DVLPMNT,1,ADMINISTRATIVE INSPECTOR (HOUS,74165,84165,Annual,10000
280578,HOUSING PRESERVATION & DVLPMNT,1,CONSTRUCTION PROJECT MANAGER,63074,75000,Annual,11926
280566,DEPARTMENT OF TRANSPORTATION,1,ELECTRICAL ENGINEER,83887,113725,Annual,29838
280666,DEPT OF PARKS & RECREATION,1,ADMINISTRATIVE STAFF ANALYST (,80000,90000,Annual,10000
280667,DEPT OF PARKS & RECREATION,1,ADMIN COMMUNITY RELATIONS SPEC,80000,90000,Annual,10000
280709,DEPT OF ENVIRONMENT PROTECTION,1,CITY RESEARCH SCIENTIST,78630,103332,Annual,24702
280713,DEPT OF ENVIRONMENT PROTECTION,1,COMPUTER ASSOC (SOFTWARE),61995,85943,Annual,23948
280569,DEPARTMENT OF INVESTIGATION,1,COMMUNITY COORDINATOR,50362,60000,Annual,9638
280714,DEPT OF DESIGN & CONSTRUCTION,1,ADM MANAGER-NON-MGRL FRM M1/M2,49748,145991,Annual,96243
280570,HOUSING PRESERVATION & DVLPMNT,1,SUPERVISOR OF MECHANICAL INSTA,53134,61800,Annual,8666
280574,DEPARTMENT OF TRANSPORTATION,1,MECHANICAL ENGINEER,83887,113725,Annual,29838
280720,FIRE DEPARTMENT,1,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
280724,DEPT OF DESIGN & CONSTRUCTION,1,ASSOCIATE STAFF ANALYST,63817,95022,Annual,31205
280580,DEPT OF PARKS & RECREATION,7,CITY PARK WORKER,32317,37164,Annual,4847
280587,DEPT OF PARKS & RECREATION,1,COMMUNITY COORDINATOR,60000,70000,Annual,10000
280774,LAW DEPARTMENT,1,ASSISTANT CORPORATION COUNSEL,88325,114437,Annual,26112
280966,HRA/DEPT OF SOCIAL SERVICES,1,COMPUTER SPECIALIST (SOFTWARE),79471,91392,Annual,11921
280922,DEPARTMENT OF TRANSPORTATION,1,STAFF ANALYST,56458,72310,Annual,15852
280935,HOUSING PRESERVATION & DVLPMNT,1,ACCOUNTANT,46747,61000,Annual,14253
281130,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,60435,130000,Annual,69565
280952,DEPARTMENT OF CORRECTION,2,CORRECTIONAL STANDARDS REVIEW,57065,65625,Annual,8560
